PassengerId,Name,Survived
1117,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",0
1118,"Asplund, Mr. Johan Charles",1
1119,"McNeill, Miss. Bridget",1
1120,"Everett, Mr. Thomas James",1
1121,"Hocking, Mr. Samuel James Metcalfe",1
1122,"Sweet, Mr. George Frederick",1
1123,"Willard, Miss. Constance",1
1124,"Wiklund, Mr. Karl Johan",1
1125,"Linehan, Mr. Michael",1
1126,"Cumings, Mr. John Bradley",1
1127,"Vendel, Mr. Olof Edvin",1
1128,"Warren, Mr. Frank Manley",1
1129,"Baccos, Mr. Raffull",1
1130,"Hiltunen, Miss. Marta",0
1131,"Douglas, Mrs. Walter Donald (Mahala Dutton)",1
1132,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",1
1133,"Christy, Mrs. (Alice Frances)",0
1134,"Spedden, Mr. Frederic Oakley",1
1135,"Hyman, Mr. Abraham",1
1136,"Johnston, Master. William Arthur Willie""""",1
1137,"Kenyon, Mr. Frederick R",1
1138,"Karnes, Mrs. J Frank (Claire Bennett)",1
1139,"Drew, Mr. James Vivian",1
1140,"Hold, Mrs. Stephen (Annie Margaret Hill)",1
1141,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",1
1142,"West, Miss. Barbara J",0
1143,"Abrahamsson, Mr. Abraham August Johannes",1
1144,"Clark, Mr. Walter Miller",1
1145,"Salander, Mr. Karl Johan",1
1146,"Wenzel, Mr. Linhart",1
1147,"MacKay, Mr. George William",1
1148,"Mahon, Mr. John",1
1149,"Niklasson, Mr. Samuel",1
1150,"Bentham, Miss. Lilian W",1
1151,"Midtsjo, Mr. Karl Albert",1
1152,"de Messemaeker, Mr. Guillaume Joseph",1
1153,"Nilsson, Mr. August Ferdinand",1
1154,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",0
1155,"Klasen, Miss. Gertrud Emilia",0
1156,"Portaluppi, Mr. Emilio Ilario Giuseppe",1
1157,"Lyntakoff, Mr. Stanko",1
1158,"Chisholm, Mr. Roderick Robert Crispin",0
1159,"Warren, Mr. Charles William",1
1160,"Howard, Miss. May Elizabeth",1
1161,"Pokrnic, Mr. Mate",1
1162,"McCaffry, Mr. Thomas Francis",1
1163,"Fox, Mr. Patrick",1
1164,"Clark, Mrs. Walter Miller (Virginia McDowell)",1
1165,"Lennon, Miss. Mary",1
1166,"Saade, Mr. Jean Nassr",1
1167,"Bryhl, Miss. Dagmar Jenny Ingeborg ",1
1168,"Parker, Mr. Clifford Richard",1
1169,"Faunthorpe, Mr. Harry",1
1170,"Ware, Mr. John James",1
1171,"Oxenham, Mr. Percy Thomas",1
1172,"Oreskovic, Miss. Jelka",1
1173,"Peacock, Master. Alfred Edward",0
1174,"Fleming, Miss. Honora",1
1175,"Touma, Miss. Maria Youssef",0
1176,"Rosblom, Miss. Salli Helena",0
1177,"Dennis, Mr. William",1
1178,"Franklin, Mr. Charles (Charles Fardon)",1
1179,"Snyder, Mr. John Pillsbury",1
1180,"Mardirosian, Mr. Sarkis",1
1181,"Ford, Mr. Arthur",1
1182,"Rheims, Mr. George Alexander Lucien",1
1183,"Daly, Miss. Margaret Marcella Maggie""""",0
1184,"Nasr, Mr. Mustafa",1
1185,"Dodge, Dr. Washington",1
1186,"Wittevrongel, Mr. Camille",1
1187,"Angheloff, Mr. Minko",1
1188,"Laroche, Miss. Louise",0
1189,"Samaan, Mr. Hanna",1
1190,"Loring, Mr. Joseph Holland",1
1191,"Johansson, Mr. Nils",1
1192,"Olsson, Mr. Oscar Wilhelm",1
1193,"Malachard, Mr. Noel",1
1194,"Phillips, Mr. Escott Robert",1
1195,"Pokrnic, Mr. Tome",1
1196,"McCarthy, Miss. Catherine Katie""""",1
1197,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",0
1198,"Allison, Mr. Hudson Joshua Creighton",1
1199,"Aks, Master. Philip Frank",0
1200,"Hays, Mr. Charles Melville",1
1201,"Hansen, Mrs. Claus Peter (Jennie L Howard)",1
1202,"Cacic, Mr. Jego Grga",1
1203,"Vartanian, Mr. David",1
1204,"Sadowitz, Mr. Harry",1
1205,"Carr, Miss. Jeannie",1
1206,"White, Mrs. John Stuart (Ella Holmes)",1
1207,"Hagardon, Miss. Kate",1
1208,"Spencer, Mr. William Augustus",1
1209,"Rogers, Mr. Reginald Harry",1
1210,"Jonsson, Mr. Nils Hilding",1
1211,"Jefferys, Mr. Ernest Wilfred",1
1212,"Andersson, Mr. Johan Samuel",1
1213,"Krekorian, Mr. Neshan",1
1214,"Nesson, Mr. Israel",1
1215,"Rowe, Mr. Alfred G",1
1216,"Kreuchen, Miss. Emilie",1
1217,"Assam, Mr. Ali",1
1218,"Becker, Miss. Ruth Elizabeth",0
1219,"Rosenshine, Mr. George (Mr George Thorne"")""",1
1220,"Clarke, Mr. Charles Valentine",1
1221,"Enander, Mr. Ingvar",1
1222,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",0
1223,"Dulles, Mr. William Crothers",1
1224,"Thomas, Mr. Tannous",1
1225,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",0
1226,"Cor, Mr. Ivan",1
1227,"Maguire, Mr. John Edward",1
1228,"de Brito, Mr. Jose Joaquim",1
1229,"Elias, Mr. Joseph",1
1230,"Denbury, Mr. Herbert",1
1231,"Betros, Master. Seman",1
1232,"Fillbrook, Mr. Joseph Charles",1
1233,"Lundstrom, Mr. Thure Edvin",1
1234,"Sage, Mr. John George",1
1235,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",1
1236,"van Billiard, Master. James William",1
1237,"Abelseth, Miss. Karen Marie",1
1238,"Botsford, Mr. William Hull",1
1239,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",1
1240,"Giles, Mr. Ralph",1
1241,"Walcroft, Miss. Nellie",1
1242,"Greenfield, Mrs. Leo David (Blanche Strouse)",0
1243,"Stokes, Mr. Philip Joseph",1
1244,"Dibden, Mr. William",1
1245,"Herman, Mr. Samuel",1
1246,"Dean, Miss. Elizabeth Gladys Millvina""""",0
1247,"Julian, Mr. Henry Forbes",1
1248,"Brown, Mrs. John Murray (Caroline Lane Lamson)",1
1249,"Lockyer, Mr. Edward",1
1250,"O'Keefe, Mr. Patrick",1
1251,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",1
1252,"Sage, Master. William Henry",0
1253,"Mallet, Mrs. Albert (Antoinette Magnin)",0
1254,"Ware, Mrs. John James (Florence Louise Long)",1
1255,"Strilic, Mr. Ivan",1
1256,"Harder, Mrs. George Achilles (Dorothy Annan)",1
1257,"Sage, Mrs. John (Annie Bullen)",0
1258,"Caram, Mr. Joseph",1
1259,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",1
1260,"Gibson, Mrs. Leonard (Pauline C Boeson)",0
1261,"Pallas y Castello, Mr. Emilio",1
1262,"Giles, Mr. Edgar",1
1263,"Wilson, Miss. Helen Alice",1
1264,"Ismay, Mr. Joseph Bruce",0
1265,"Harbeck, Mr. William H",1
1266,"Dodge, Mrs. Washington (Ruth Vidaver)",0
1267,"Bowen, Miss. Grace Scott",1
1268,"Kink, Miss. Maria",1
1269,"Cotterill, Mr. Henry Harry""""",1
1270,"Hipkins, Mr. William Edward",1
1271,"Asplund, Master. Carl Edgar",0
1272,"O'Connor, Mr. Patrick",1
1273,"Foley, Mr. Joseph",1
1274,"Risien, Mrs. Samuel (Emma)",1
1275,"McNamee, Mrs. Neal (Eileen O'Leary)",1
1276,"Wheeler, Mr. Edwin Frederick""""",1
1277,"Herman, Miss. Kate",0
1278,"Aronsson, Mr. Ernst Axel Algot",1
1279,"Ashby, Mr. John",1
1280,"Canavan, Mr. Patrick",1
1281,"Palsson, Master. Paul Folke",1
1282,"Payne, Mr. Vivian Ponsonby",1
1283,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",0
1284,"Abbott, Master. Eugene Joseph",1
1285,"Gilbert, Mr. William",1
1286,"Kink-Heilmann, Mr. Anton",1
1287,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",1
1288,"Colbert, Mr. Patrick",1
1289,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",0
1290,"Larsson-Rondberg, Mr. Edvard A",1
1291,"Conlon, Mr. Thomas Henry",1
1292,"Bonnell, Miss. Caroline",1
1293,"Gale, Mr. Harry",1
1294,"Gibson, Miss. Dorothy Winifred",0
1295,"Carrau, Mr. Jose Pedro",1
1296,"Frauenthal, Mr. Isaac Gerald",1
1297,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",1
1298,"Ware, Mr. William Jeffery",1
1299,"Widener, Mr. George Dunton",1
1300,"Riordan, Miss. Johanna Hannah""""",1
1301,"Peacock, Miss. Treasteall",0
1302,"Naughton, Miss. Hannah",1
1303,"Minahan, Mrs. William Edward (Lillian E Thorpe)",1
1304,"Henriksson, Miss. Jenny Lovisa",1
1305,"Spector, Mr. Woolf",1
1306,"Oliva y Ocana, Dona. Fermina",1
1307,"Saether, Mr. Simon Sivertsen",1
1308,"Ware, Mr. Frederick",1
1309,"Peter, Master. Michael J",1
